pbs_code,prescriber_code,prescriber_type,schedule_code
"11826K","M","Medical Practitioners","4535"
"11828M","M","Medical Practitioners","4535"
"1182F","M","Medical Practitioners","4535"
"1182F","N","Nurse Practitioners","4535"
"11831Q","M","Medical Practitioners","4535"
"11832R","M","Medical Practitioners","4535"
"11832R","N","Nurse Practitioners","4535"
"11833T","M","Medical Practitioners","4535"
"11834W","M","Medical Practitioners","4535"
"11835X","M","Medical Practitioners","4535"
"11836Y","M","Medical Practitioners","4535"
"11836Y","N","Nurse Practitioners","4535"
"11837B","M","Medical Practitioners","4535"
"11838C","M","Medical Practitioners","4535"
"1183G","M","Medical Practitioners","4535"
"1183G","N","Nurse Practitioners","4535"
"11840E","M","Medical Practitioners","4535"
"11841F","M","Medical Practitioners","4535"
"11842G","M","Medical Practitioners","4535"
"11842G","N","Nurse Practitioners","4535"
"11843H","M","Medical Practitioners","4535"
"11843H","N","Nurse Practitioners","4535"
"11844J","M","Medical Practitioners","4535"
"11844J","N","Nurse Practitioners","4535"
"11845K","M","Medical Practitioners","4535"
"11846L","M","Medical Practitioners","4535"
"11848N","M","Medical Practitioners","4535"
"11849P","O","Optometrist","4535"
"11850Q","M","Medical Practitioners","4535"
"11851R","M","Medical Practitioners","4535"
"11852T","M","Medical Practitioners","4535"
"11852T","N","Nurse Practitioners","4535"
"11853W","O","Optometrist","4535"
"11854X","M","Medical Practitioners","4535"
"11855Y","M","Medical Practitioners","4535"
"11856B","M","Medical Practitioners","4535"
"11856B","N","Nurse Practitioners","4535"
"11857C","M","Medical Practitioners","4535"
"11859E","M","Medical Practitioners","4535"
"11859E","N","Nurse Practitioners","4535"
"11860F","M","Medical Practitioners","4535"
"11861G","M","Medical Practitioners","4535"
"11862H","M","Medical Practitioners","4535"
"11863J","M","Medical Practitioners","4535"
"11864K","M","Medical Practitioners","4535"
"11865L","M","Medical Practitioners","4535"
"11865L","N","Nurse Practitioners","4535"
"11866M","M","Medical Practitioners","4535"
"11867N","M","Medical Practitioners","4535"
"11868P","M","Medical Practitioners","4535"
"11869Q","M","Medical Practitioners","4535"
"11869Q","N","Nurse Practitioners","4535"
"11870R","M","Medical Practitioners","4535"
"11871T","M","Medical Practitioners","4535"
"11872W","M","Medical Practitioners","4535"
"11872W","N","Nurse Practitioners","4535"
"11873X","M","Medical Practitioners","4535"
"11873X","N","Nurse Practitioners","4535"
"11874Y","M","Medical Practitioners","4535"
"11874Y","N","Nurse Practitioners","4535"
"11875B","M","Medical Practitioners","4535"
"11876C","M","Medical Practitioners","4535"
"11877D","M","Medical Practitioners","4535"
"11877D","N","Nurse Practitioners","4535"
"11878E","M","Medical Practitioners","4535"
"11879F","M","Medical Practitioners","4535"
"11879F","N","Nurse Practitioners","4535"
"11880G","M","Medical Practitioners","4535"
"11881H","M","Medical Practitioners","4535"
"11881H","N","Nurse Practitioners","4535"
"11882J","M","Medical Practitioners","4535"
"11882J","N","Nurse Practitioners","4535"
"11884L","M","Medical Practitioners","4535"
"11884L","N","Nurse Practitioners","4535"
"11885M","M","Medical Practitioners","4535"
"11886N","M","Medical Practitioners","4535"
"11887P","M","Medical Practitioners","4535"
"11888Q","M","Medical Practitioners","4535"
"11889R","M","Medical Practitioners","4535"
"11891W","M","Medical Practitioners","4535"
"11892X","M","Medical Practitioners","4535"
"11892X","N","Nurse Practitioners","4535"
"11893Y","M","Medical Practitioners","4535"
"11894B","M","Medical Practitioners","4535"
"11895C","M","Medical Practitioners","4535"
"11896D","M","Medical Practitioners","4535"
"11897E","M","Medical Practitioners","4535"
"11897E","N","Nurse Practitioners","4535"
"11898F","M","Medical Practitioners","4535"
"11898F","N","Nurse Practitioners","4535"
"11900H","M","Medical Practitioners","4535"
"11906P","M","Medical Practitioners","4535"
"11907Q","M","Medical Practitioners","4535"
"11908R","M","Medical Practitioners","4535"
"11909T","M","Medical Practitioners","4535"
"11909T","N","Nurse Practitioners","4535"
"11909T","W","Midwives","4535"
"11910W","M","Medical Practitioners","4535"
"11911X","M","Medical Practitioners","4535"
"11913B","M","Medical Practitioners","4535"
"11914C","M","Medical Practitioners","4535"
"11915D","M","Medical Practitioners","4535"
"11919H","M","Medical Practitioners","4535"
"11919H","N","Nurse Practitioners","4535"
"11920J","M","Medical Practitioners","4535"
"11921K","M","Medical Practitioners","4535"
"11921K","N","Nurse Practitioners","4535"
"11926Q","M","Medical Practitioners","4535"
"11927R","M","Medical Practitioners","4535"
"11928T","M","Medical Practitioners","4535"
"11929W","M","Medical Practitioners","4535"
"1192R","M","Medical Practitioners","4535"
"1192R","N","Nurse Practitioners","4535"
"11930X","M","Medical Practitioners","4535"
"11931Y","M","Medical Practitioners","4535"
"11932B","M","Medical Practitioners","4535"
"11933C","M","Medical Practitioners","4535"
"11933C","N","Nurse Practitioners","4535"
"11933C","W","Midwives","4535"
"11934D","M","Medical Practitioners","4535"
"11934D","N","Nurse Practitioners","4535"
"11934D","W","Midwives","4535"
"11937G","M","Medical Practitioners","4535"
"11938H","M","Medical Practitioners","4535"
"11939J","M","Medical Practitioners","4535"
"11939J","N","Nurse Practitioners","4535"
"11940K","M","Medical Practitioners","4535"
"11941L","M","Medical Practitioners","4535"
"11941L","N","Nurse Practitioners","4535"
"11941L","W","Midwives","4535"
"11943N","M","Medical Practitioners","4535"
"11944P","M","Medical Practitioners","4535"
"11945Q","M","Medical Practitioners","4535"
"11946R","M","Medical Practitioners","4535"
"11947T","M","Medical Practitioners","4535"
"11947T","N","Nurse Practitioners","4535"
"11948W","M","Medical Practitioners","4535"
"11949X","M","Medical Practitioners","4535"
"11950Y","M","Medical Practitioners","4535"
"11951B","M","Medical Practitioners","4535"
"11952C","M","Medical Practitioners","4535"
"11953D","M","Medical Practitioners","4535"
"11954E","M","Medical Practitioners","4535"
"11955F","M","Medical Practitioners","4535"
"11955F","N","Nurse Practitioners","4535"
"11956G","M","Medical Practitioners","4535"
"11957H","M","Medical Practitioners","4535"
"11958J","M","Medical Practitioners","4535"
"11959K","M","Medical Practitioners","4535"
"1195X","M","Medical Practitioners","4535"
"1195X","N","Nurse Practitioners","4535"
"11960L","M","Medical Practitioners","4535"
"11961M","M","Medical Practitioners","4535"
"11962N","M","Medical Practitioners","4535"
"11963P","M","Medical Practitioners","4535"
"11963P","N","Nurse Practitioners","4535"
"11963P","W","Midwives","4535"
"11964Q","M","Medical Practitioners","4535"
"11965R","M","Medical Practitioners","4535"
"11966T","M","Medical Practitioners","4535"
"11967W","M","Medical Practitioners","4535"
"11968X","M","Medical Practitioners","4535"
"11969Y","M","Medical Practitioners","4535"
"11970B","M","Medical Practitioners","4535"
"11970B","N","Nurse Practitioners","4535"
"11971C","M","Medical Practitioners","4535"
"11973E","M","Medical Practitioners","4535"
"11974F","M","Medical Practitioners","4535"
"11975G","M","Medical Practitioners","4535"
"11976H","M","Medical Practitioners","4535"
"11977J","M","Medical Practitioners","4535"
"11977J","N","Nurse Practitioners","4535"
"11978K","M","Medical Practitioners","4535"
"11978K","N","Nurse Practitioners","4535"
"11979L","M","Medical Practitioners","4535"
"1197B","M","Medical Practitioners","4535"
"1197B","N","Nurse Practitioners","4535"
"11980M","M","Medical Practitioners","4535"
"11981N","M","Medical Practitioners","4535"
"11982P","M","Medical Practitioners","4535"
"11982P","N","Nurse Practitioners","4535"
"11983Q","M","Medical Practitioners","4535"
"11983Q","N","Nurse Practitioners","4535"
"11984R","M","Medical Practitioners","4535"
"11985T","M","Medical Practitioners","4535"
"11985T","N","Nurse Practitioners","4535"
"11989B","M","Medical Practitioners","4535"
"11991D","M","Medical Practitioners","4535"
"11992E","M","Medical Practitioners","4535"
"11992E","N","Nurse Practitioners","4535"
"11993F","M","Medical Practitioners","4535"
"11993F","N","Nurse Practitioners","4535"
"11994G","M","Medical Practitioners","4535"
"11995H","M","Medical Practitioners","4535"
"11996J","M","Medical Practitioners","4535"
"11997K","M","Medical Practitioners","4535"
"11998L","M","Medical Practitioners","4535"
"11998L","N","Nurse Practitioners","4535"
"11999M","M","Medical Practitioners","4535"
"1199D","M","Medical Practitioners","4535"
"1199D","N","Nurse Practitioners","4535"
"12000N","M","Medical Practitioners","4535"
"12001P","M","Medical Practitioners","4535"
"12001P","N","Nurse Practitioners","4535"
"12002Q","M","Medical Practitioners","4535"
"12002Q","N","Nurse Practitioners","4535"
"12004T","M","Medical Practitioners","4535"
"12005W","M","Medical Practitioners","4535"
"12006X","M","Medical Practitioners","4535"
"12006X","N","Nurse Practitioners","4535"
"12007Y","M","Medical Practitioners","4535"
"12008B","M","Medical Practitioners","4535"
"12008B","N","Nurse Practitioners","4535"
"12008B","W","Midwives","4535"
"12009C","M","Medical Practitioners","4535"
"12009C","N","Nurse Practitioners","4535"
"12010D","D","Dental","4535"
"12011E","M","Medical Practitioners","4535"
"12012F","M","Medical Practitioners","4535"
"12013G","M","Medical Practitioners","4535"
"12014H","M","Medical Practitioners","4535"
"12014H","N","Nurse Practitioners","4535"
"12015J","M","Medical Practitioners","4535"
"12015J","N","Nurse Practitioners","4535"
"12016K","M","Medical Practitioners","4535"
"12016K","N","Nurse Practitioners","4535"
"12017L","M","Medical Practitioners","4535"
"12018M","M","Medical Practitioners","4535"
"12019N","M","Medical Practitioners","4535"
"1201F","M","Medical Practitioners","4535"
"1201F","N","Nurse Practitioners","4535"
"12020P","M","Medical Practitioners","4535"
"12021Q","M","Medical Practitioners","4535"
"12022R","M","Medical Practitioners","4535"
"12022R","N","Nurse Practitioners","4535"
"12022R","W","Midwives","4535"
"12024W","D","Dental","4535"
"12026Y","M","Medical Practitioners","4535"
"12027B","M","Medical Practitioners","4535"
"12028C","M","Medical Practitioners","4535"
"12029D","M","Medical Practitioners","4535"
"12029D","N","Nurse Practitioners","4535"
"12031F","M","Medical Practitioners","4535"
"12031F","N","Nurse Practitioners","4535"
"12032G","D","Dental","4535"
"12033H","M","Medical Practitioners","4535"
"12034J","M","Medical Practitioners","4535"
"12035K","M","Medical Practitioners","4535"
"12036L","M","Medical Practitioners","4535"
"12037M","M","Medical Practitioners","4535"
"12038N","M","Medical Practitioners","4535"
"12039P","M","Medical Practitioners","4535"
"12040Q","M","Medical Practitioners","4535"
"12041R","M","Medical Practitioners","4535"
"12041R","N","Nurse Practitioners","4535"
"12042T","M","Medical Practitioners","4535"
"12042T","N","Nurse Practitioners","4535"
"12043W","M","Medical Practitioners","4535"
"12045Y","D","Dental","4535"
"12046B","M","Medical Practitioners","4535"
"12046B","N","Nurse Practitioners","4535"
"12047C","M","Medical Practitioners","4535"
"12047C","N","Nurse Practitioners","4535"
"12049E","M","Medical Practitioners","4535"
"12049E","N","Nurse Practitioners","4535"
"12050F","M","Medical Practitioners","4535"
"12051G","M","Medical Practitioners","4535"
"12052H","M","Medical Practitioners","4535"
"12054K","D","Dental","4535"
"12055L","M","Medical Practitioners","4535"
"12055L","N","Nurse Practitioners","4535"
"12056M","M","Medical Practitioners","4535"
"12057N","M","Medical Practitioners","4535"
"12058P","M","Medical Practitioners","4535"
"12059Q","M","Medical Practitioners","4535"
"12060R","M","Medical Practitioners","4535"
"12061T","M","Medical Practitioners","4535"
"12062W","M","Medical Practitioners","4535"
"12063X","M","Medical Practitioners","4535"
"12064Y","M","Medical Practitioners","4535"
"12065B","M","Medical Practitioners","4535"
"12065B","N","Nurse Practitioners","4535"
"12066C","D","Dental","4535"
"12067D","D","Dental","4535"
"12068E","M","Medical Practitioners","4535"
"12069F","M","Medical Practitioners","4535"
"1206L","M","Medical Practitioners","4535"
"1206L","N","Nurse Practitioners","4535"
"1206L","W","Midwives","4535"
"12070G","M","Medical Practitioners","4535"
"12071H","M","Medical Practitioners","4535"
"12072J","M","Medical Practitioners","4535"
"12072J","N","Nurse Practitioners","4535"
"12074L","D","Dental","4535"
"12075M","M","Medical Practitioners","4535"
"12075M","N","Nurse Practitioners","4535"
"12076N","M","Medical Practitioners","4535"
"12077P","M","Medical Practitioners","4535"
"12078Q","M","Medical Practitioners","4535"
"12079R","M","Medical Practitioners","4535"
"1207M","M","Medical Practitioners","4535"
"1207M","N","Nurse Practitioners","4535"
"1207M","W","Midwives","4535"
"12080T","M","Medical Practitioners","4535"
"12080T","N","Nurse Practitioners","4535"
"12082X","M","Medical Practitioners","4535"
"12083Y","M","Medical Practitioners","4535"
"12084B","M","Medical Practitioners","4535"
"12085C","M","Medical Practitioners","4535"
"12086D","M","Medical Practitioners","4535"
"12087E","M","Medical Practitioners","4535"
"12088F","M","Medical Practitioners","4535"
"12089G","M","Medical Practitioners","4535"
"1208N","M","Medical Practitioners","4535"
"1208N","N","Nurse Practitioners","4535"
"12090H","M","Medical Practitioners","4535"
"12091J","M","Medical Practitioners","4535"
"12092K","M","Medical Practitioners","4535"
"12093L","M","Medical Practitioners","4535"
"12094M","M","Medical Practitioners","4535"
"12095N","M","Medical Practitioners","4535"
"12096P","M","Medical Practitioners","4535"
"12097Q","M","Medical Practitioners","4535"
"12098R","M","Medical Practitioners","4535"
"12099T","M","Medical Practitioners","4535"
"1209P","M","Medical Practitioners","4535"
"1209P","N","Nurse Practitioners","4535"
"12101X","M","Medical Practitioners","4535"
"12102Y","M","Medical Practitioners","4535"
"12103B","M","Medical Practitioners","4535"
"12105D","M","Medical Practitioners","4535"
"12106E","M","Medical Practitioners","4535"
"12107F","M","Medical Practitioners","4535"
"12108G","M","Medical Practitioners","4535"
"12108G","N","Nurse Practitioners","4535"
"12109H","M","Medical Practitioners","4535"
"12109H","N","Nurse Practitioners","4535"
"1210Q","M","Medical Practitioners","4535"
"1210Q","N","Nurse Practitioners","4535"
"12111K","M","Medical Practitioners","4535"
"12111K","N","Nurse Practitioners","4535"
"12112L","M","Medical Practitioners","4535"
"12112L","N","Nurse Practitioners","4535"
"12113M","M","Medical Practitioners","4535"
"12113M","N","Nurse Practitioners","4535"
"12114N","M","Medical Practitioners","4535"
"12114N","N","Nurse Practitioners","4535"
"12115P","M","Medical Practitioners","4535"
"12115P","N","Nurse Practitioners","4535"
"12116Q","M","Medical Practitioners","4535"
"12116Q","N","Nurse Practitioners","4535"
"12118T","M","Medical Practitioners","4535"
"12118T","N","Nurse Practitioners","4535"
"12119W","M","Medical Practitioners","4535"
